Measure,Country,Sex,Age.Range,Cause,Metric,Year,Rate,GDP_ProCap_USD2010,UnemploymentRate,SuicCrime,Geo_Region,HeatDeaths,HeatWave,CivilWar,ViolentEvent,Unemployment_lag1year,Unemployment_lag2year,GDP_lag1year,GDP_lag2year,Income_2010
Deaths,Peru,Female,30 to 34,Self-harm,Rate,2010,1.991034149,5082.354757,3.477999926,Not a Crime,Latin America & Caribbean,0,Normal,No,No,3.900000095,4.05700016,4729.735977,4716.197262,Upper-Middle
Deaths,Peru,Female,30 to 34,Self-harm,Rate,2011,2.09247755,5360.226632,3.441999912,Not a Crime,Latin America & Caribbean,0,Normal,No,No,3.477999926,3.900000095,5082.354757,4729.735977,Upper-Middle
Deaths,Peru,Female,30 to 34,Self-harm,Rate,2012,1.967095695,5642.578115,3.108999968,Not a Crime,Latin America & Caribbean,0,Normal,No,No,3.441999912,3.477999926,5360.226632,5082.354757,Upper-Middle
Deaths,Peru,Female,30 to 34,Self-harm,Rate,2013,1.703923517,5919.209568,3.236999989,Not a Crime,Latin America & Caribbean,0,Normal,No,No,3.108999968,3.441999912,5642.578115,5360.226632,Upper-Middle
Deaths,Peru,Female,30 to 34,Self-harm,Rate,2014,1.623258032,5996.496965,2.961999893,Not a Crime,Latin America & Caribbean,0,Normal,No,No,3.236999989,3.108999968,5919.209568,5642.578115,Upper-Middle
Deaths,Peru,Female,30 to 34,Self-harm,Rate,2015,1.6600293,6114.227214,3,Not a Crime,Latin America & Caribbean,0,Normal,No,No,2.961999893,3.236999989,5996.496965,5919.209568,Upper-Middle
Deaths,Peru,Female,30 to 34,Self-harm,Rate,2016,1.662314939,6262.368905,3.535000086,Not a Crime,Latin America & Caribbean,0,Normal,No,No,3,2.961999893,6114.227214,5996.496965,Upper-Middle
Deaths,Peru,Female,30 to 34,Self-harm,Rate,2017,1.58252137,6314.291438,3.460000038,Not a Crime,Latin America & Caribbean,0,Normal,No,No,3.535000086,3,6262.368905,6114.227214,Upper-Middle
Deaths,Peru,Female,35 to 39,Self-harm,Rate,1991,2.436205616,2654.788675,5.495999813,Not a Crime,Latin America & Caribbean,0,Normal,No,No,NA,NA,NA,NA,Lower-Middle
Deaths,Peru,Female,35 to 39,Self-harm,Rate,1992,2.77009071,2589.343113,5.553999901,Not a Crime,Latin America & Caribbean,0,Normal,No,No,5.495999813,NA,2654.788675,NA,Lower-Middle
Deaths,Peru,Female,35 to 39,Self-harm,Rate,1993,3.084423687,2673.740734,5.670000076,Not a Crime,Latin America & Caribbean,0,Normal,No,No,5.553999901,5.495999813,2589.343113,2654.788675,Lower-Middle
Deaths,Peru,Female,35 to 39,Self-harm,Rate,1994,3.346666524,2947.027033,5.691999912,Not a Crime,Latin America & Caribbean,0,Normal,No,No,5.670000076,5.553999901,2673.740734,2589.343113,Lower-Middle
Deaths,Peru,Female,35 to 39,Self-harm,Rate,1995,3.382780376,3107.114356,5.698999882,Not a Crime,Latin America & Caribbean,0,Normal,No,No,5.691999912,5.670000076,2947.027033,2673.740734,Lower-Middle
Deaths,Peru,Female,35 to 39,Self-harm,Rate,1996,3.140075646,3135.414596,5.717000008,Not a Crime,Latin America & Caribbean,0,Normal,No,No,5.698999882,5.691999912,3107.114356,2947.027033,Lower-Middle
Deaths,Peru,Female,35 to 39,Self-harm,Rate,1997,3.077413315,3277.955736,5.703000069,Not a Crime,Latin America & Caribbean,0,Normal,No,No,5.717000008,5.698999882,3135.414596,3107.114356,Lower-Middle
Deaths,Peru,Female,35 to 39,Self-harm,Rate,1998,3.027073789,3208.224499,5.698999882,Not a Crime,Latin America & Caribbean,0,Normal,No,No,5.703000069,5.717000008,3277.955736,3135.414596,Lower-Middle
Deaths,Peru,Female,35 to 39,Self-harm,Rate,1999,2.750876535,3203.713757,5.757999897,Not a Crime,Latin America & Caribbean,0,Normal,No,No,5.698999882,5.703000069,3208.224499,3277.955736,Lower-Middle
Deaths,Peru,Female,35 to 39,Self-harm,Rate,2000,2.48551418,3242.579157,5.736000061,Not a Crime,Latin America & Caribbean,0,Normal,No,No,5.757999897,5.698999882,3203.713757,3208.224499,Lower-Middle
Deaths,Peru,Female,35 to 39,Self-harm,Rate,2001,2.323409933,3221.302547,5.734000206,Not a Crime,Latin America & Caribbean,0,Normal,No,No,5.736000061,5.757999897,3242.579157,3203.713757,Lower-Middle
Deaths,Peru,Female,35 to 39,Self-harm,Rate,2002,2.337427547,3359.162687,5.798999786,Not a Crime,Latin America & Caribbean,0,Normal,No,No,5.734000206,5.736000061,3221.302547,3242.579157,Lower-Middle
Deaths,Peru,Female,35 to 39,Self-harm,Rate,2003,2.386418292,3464.396878,4.788000107,Not a Crime,Latin America & Caribbean,0,Normal,No,No,5.798999786,5.734000206,3359.162687,3221.302547,Lower-Middle
Deaths,Peru,Female,35 to 39,Self-harm,Rate,2004,2.181019509,3602.999725,4.901000023,Not a Crime,Latin America & Caribbean,0,Normal,No,No,4.788000107,5.798999786,3464.396878,3359.162687,Lower-Middle
Deaths,Peru,Female,35 to 39,Self-harm,Rate,2005,2.078021008,3796.2034,4.860000134,Not a Crime,Latin America & Caribbean,0,Normal,No,No,4.901000023,4.788000107,3602.999725,3464.396878,Lower-Middle
Deaths,Peru,Female,35 to 39,Self-harm,Rate,2006,1.883962569,4047.748036,4.260000229,Not a Crime,Latin America & Caribbean,0,Normal,No,No,4.860000134,4.901000023,3796.2034,3602.999725,Upper-Middle
Deaths,Peru,Female,35 to 39,Self-harm,Rate,2007,1.811002498,4356.738965,4.188000202,Not a Crime,Latin America & Caribbean,0,Normal,No,No,4.260000229,4.860000134,4047.748036,3796.2034,Upper-Middle
Deaths,Peru,Female,35 to 39,Self-harm,Rate,2008,1.868700121,4716.197262,4.05700016,Not a Crime,Latin America & Caribbean,0,Normal,No,No,4.188000202,4.260000229,4356.738965,4047.748036,Upper-Middle
Deaths,Peru,Female,35 to 39,Self-harm,Rate,2009,2.009013951,4729.735977,3.900000095,Not a Crime,Latin America & Caribbean,0,Normal,No,No,4.05700016,4.188000202,4716.197262,4356.738965,Upper-Middle
Deaths,Peru,Female,35 to 39,Self-harm,Rate,2010,2.006115252,5082.354757,3.477999926,Not a Crime,Latin America & Caribbean,0,Normal,No,No,3.900000095,4.05700016,4729.735977,4716.197262,Upper-Middle
Deaths,Peru,Female,35 to 39,Self-harm,Rate,2011,1.868900847,5360.226632,3.441999912,Not a Crime,Latin America & Caribbean,0,Normal,No,No,3.477999926,3.900000095,5082.354757,4729.735977,Upper-Middle
Deaths,Peru,Female,35 to 39,Self-harm,Rate,2012,1.730234721,5642.578115,3.108999968,Not a Crime,Latin America & Caribbean,0,Normal,No,No,3.441999912,3.477999926,5360.226632,5082.354757,Upper-Middle
Deaths,Peru,Female,35 to 39,Self-harm,Rate,2013,1.636566184,5919.209568,3.236999989,Not a Crime,Latin America & Caribbean,0,Normal,No,No,3.108999968,3.441999912,5642.578115,5360.226632,Upper-Middle
Deaths,Peru,Female,35 to 39,Self-harm,Rate,2014,1.484452823,5996.496965,2.961999893,Not a Crime,Latin America & Caribbean,0,Normal,No,No,3.236999989,3.108999968,5919.209568,5642.578115,Upper-Middle
Deaths,Peru,Female,35 to 39,Self-harm,Rate,2015,1.444587779,6114.227214,3,Not a Crime,Latin America & Caribbean,0,Normal,No,No,2.961999893,3.236999989,5996.496965,5919.209568,Upper-Middle
Deaths,Peru,Female,35 to 39,Self-harm,Rate,2016,1.456566097,6262.368905,3.535000086,Not a Crime,Latin America & Caribbean,0,Normal,No,No,3,2.961999893,6114.227214,5996.496965,Upper-Middle
Deaths,Peru,Female,35 to 39,Self-harm,Rate,2017,1.47341694,6314.291438,3.460000038,Not a Crime,Latin America & Caribbean,0,Normal,No,No,3.535000086,3,6262.368905,6114.227214,Upper-Middle
Deaths,Peru,Female,40 to 44,Self-harm,Rate,1991,2.325470084,2654.788675,5.495999813,Not a Crime,Latin America & Caribbean,0,Normal,No,No,NA,NA,NA,NA,Lower-Middle
Deaths,Peru,Female,40 to 44,Self-harm,Rate,1992,2.697777893,2589.343113,5.553999901,Not a Crime,Latin America & Caribbean,0,Normal,No,No,5.495999813,NA,2654.788675,NA,Lower-Middle
Deaths,Peru,Female,40 to 44,Self-harm,Rate,1993,2.901587112,2673.740734,5.670000076,Not a Crime,Latin America & Caribbean,0,Normal,No,No,5.553999901,5.495999813,2589.343113,2654.788675,Lower-Middle
Deaths,Peru,Female,40 to 44,Self-harm,Rate,1994,3.051792761,2947.027033,5.691999912,Not a Crime,Latin America & Caribbean,0,Normal,No,No,5.670000076,5.553999901,2673.740734,2589.343113,Lower-Middle
Deaths,Peru,Female,40 to 44,Self-harm,Rate,1995,3.15624284,3107.114356,5.698999882,Not a Crime,Latin America & Caribbean,0,Normal,No,No,5.691999912,5.670000076,2947.027033,2673.740734,Lower-Middle
Deaths,Peru,Female,40 to 44,Self-harm,Rate,1996,3.003517801,3135.414596,5.717000008,Not a Crime,Latin America & Caribbean,0,Normal,No,No,5.698999882,5.691999912,3107.114356,2947.027033,Lower-Middle
Deaths,Peru,Female,40 to 44,Self-harm,Rate,1997,3.042246024,3277.955736,5.703000069,Not a Crime,Latin America & Caribbean,0,Normal,No,No,5.717000008,5.698999882,3135.414596,3107.114356,Lower-Middle
Deaths,Peru,Female,40 to 44,Self-harm,Rate,1998,2.95830449,3208.224499,5.698999882,Not a Crime,Latin America & Caribbean,0,Normal,No,No,5.703000069,5.717000008,3277.955736,3135.414596,Lower-Middle
Deaths,Peru,Female,40 to 44,Self-harm,Rate,1999,2.627282413,3203.713757,5.757999897,Not a Crime,Latin America & Caribbean,0,Normal,No,No,5.698999882,5.703000069,3208.224499,3277.955736,Lower-Middle
Deaths,Peru,Female,40 to 44,Self-harm,Rate,2000,2.486747845,3242.579157,5.736000061,Not a Crime,Latin America & Caribbean,0,Normal,No,No,5.757999897,5.698999882,3203.713757,3208.224499,Lower-Middle
Deaths,Peru,Female,40 to 44,Self-harm,Rate,2001,2.310344714,3221.302547,5.734000206,Not a Crime,Latin America & Caribbean,0,Normal,No,No,5.736000061,5.757999897,3242.579157,3203.713757,Lower-Middle
Deaths,Peru,Female,40 to 44,Self-harm,Rate,2002,2.235039439,3359.162687,5.798999786,Not a Crime,Latin America & Caribbean,0,Normal,No,No,5.734000206,5.736000061,3221.302547,3242.579157,Lower-Middle
Deaths,Peru,Female,40 to 44,Self-harm,Rate,2003,2.346536022,3464.396878,4.788000107,Not a Crime,Latin America & Caribbean,0,Normal,No,No,5.798999786,5.734000206,3359.162687,3221.302547,Lower-Middle
Deaths,Peru,Female,40 to 44,Self-harm,Rate,2004,2.252203023,3602.999725,4.901000023,Not a Crime,Latin America & Caribbean,0,Normal,No,No,4.788000107,5.798999786,3464.396878,3359.162687,Lower-Middle
Deaths,Peru,Female,40 to 44,Self-harm,Rate,2005,2.247456442,3796.2034,4.860000134,Not a Crime,Latin America & Caribbean,0,Normal,No,No,4.901000023,4.788000107,3602.999725,3464.396878,Lower-Middle
Deaths,Peru,Female,40 to 44,Self-harm,Rate,2006,2.197921116,4047.748036,4.260000229,Not a Crime,Latin America & Caribbean,0,Normal,No,No,4.860000134,4.901000023,3796.2034,3602.999725,Upper-Middle
Deaths,Peru,Female,40 to 44,Self-harm,Rate,2007,2.166301996,4356.738965,4.188000202,Not a Crime,Latin America & Caribbean,0,Normal,No,No,4.260000229,4.860000134,4047.748036,3796.2034,Upper-Middle
Deaths,Peru,Female,40 to 44,Self-harm,Rate,2008,2.243742448,4716.197262,4.05700016,Not a Crime,Latin America & Caribbean,0,Normal,No,No,4.188000202,4.260000229,4356.738965,4047.748036,Upper-Middle
Deaths,Peru,Female,40 to 44,Self-harm,Rate,2009,2.275153955,4729.735977,3.900000095,Not a Crime,Latin America & Caribbean,0,Normal,No,No,4.05700016,4.188000202,4716.197262,4356.738965,Upper-Middle
Deaths,Peru,Female,40 to 44,Self-harm,Rate,2010,2.205982471,5082.354757,3.477999926,Not a Crime,Latin America & Caribbean,0,Normal,No,No,3.900000095,4.05700016,4729.735977,4716.197262,Upper-Middle
Deaths,Peru,Female,40 to 44,Self-harm,Rate,2011,2.173003289,5360.226632,3.441999912,Not a Crime,Latin America & Caribbean,0,Normal,No,No,3.477999926,3.900000095,5082.354757,4729.735977,Upper-Middle
Deaths,Peru,Female,40 to 44,Self-harm,Rate,2012,2.063854398,5642.578115,3.108999968,Not a Crime,Latin America & Caribbean,0,Normal,No,No,3.441999912,3.477999926,5360.226632,5082.354757,Upper-Middle
Deaths,Peru,Female,40 to 44,Self-harm,Rate,2013,1.887006044,5919.209568,3.236999989,Not a Crime,Latin America & Caribbean,0,Normal,No,No,3.108999968,3.441999912,5642.578115,5360.226632,Upper-Middle
Deaths,Peru,Female,40 to 44,Self-harm,Rate,2014,1.761191017,5996.496965,2.961999893,Not a Crime,Latin America & Caribbean,0,Normal,No,No,3.236999989,3.108999968,5919.209568,5642.578115,Upper-Middle
Deaths,Peru,Female,40 to 44,Self-harm,Rate,2015,1.743907231,6114.227214,3,Not a Crime,Latin America & Caribbean,0,Normal,No,No,2.961999893,3.236999989,5996.496965,5919.209568,Upper-Middle
Deaths,Peru,Female,40 to 44,Self-harm,Rate,2016,1.742666773,6262.368905,3.535000086,Not a Crime,Latin America & Caribbean,0,Normal,No,No,3,2.961999893,6114.227214,5996.496965,Upper-Middle
Deaths,Peru,Female,40 to 44,Self-harm,Rate,2017,1.683882334,6314.291438,3.460000038,Not a Crime,Latin America & Caribbean,0,Normal,No,No,3.535000086,3,6262.368905,6114.227214,Upper-Middle
Deaths,Peru,Female,45 to 49,Self-harm,Rate,1991,2.855668469,2654.788675,5.495999813,Not a Crime,Latin America & Caribbean,0,Normal,No,No,NA,NA,NA,NA,Lower-Middle
Deaths,Peru,Female,45 to 49,Self-harm,Rate,1992,3.375495387,2589.343113,5.553999901,Not a Crime,Latin America & Caribbean,0,Normal,No,No,5.495999813,NA,2654.788675,NA,Lower-Middle
Deaths,Peru,Female,45 to 49,Self-harm,Rate,1993,3.501501874,2673.740734,5.670000076,Not a Crime,Latin America & Caribbean,0,Normal,No,No,5.553999901,5.495999813,2589.343113,2654.788675,Lower-Middle
Deaths,Peru,Female,45 to 49,Self-harm,Rate,1994,3.541362376,2947.027033,5.691999912,Not a Crime,Latin America & Caribbean,0,Normal,No,No,5.670000076,5.553999901,2673.740734,2589.343113,Lower-Middle
Deaths,Peru,Female,45 to 49,Self-harm,Rate,1995,3.735808958,3107.114356,5.698999882,Not a Crime,Latin America & Caribbean,0,Normal,No,No,5.691999912,5.670000076,2947.027033,2673.740734,Lower-Middle
Deaths,Peru,Female,45 to 49,Self-harm,Rate,1996,3.572382233,3135.414596,5.717000008,Not a Crime,Latin America & Caribbean,0,Normal,No,No,5.698999882,5.691999912,3107.114356,2947.027033,Lower-Middle
Deaths,Peru,Female,45 to 49,Self-harm,Rate,1997,3.494781949,3277.955736,5.703000069,Not a Crime,Latin America & Caribbean,0,Normal,No,No,5.717000008,5.698999882,3135.414596,3107.114356,Lower-Middle
Deaths,Peru,Female,45 to 49,Self-harm,Rate,1998,3.393392987,3208.224499,5.698999882,Not a Crime,Latin America & Caribbean,0,Normal,No,No,5.703000069,5.717000008,3277.955736,3135.414596,Lower-Middle
Deaths,Peru,Female,45 to 49,Self-harm,Rate,1999,3.104340205,3203.713757,5.757999897,Not a Crime,Latin America & Caribbean,0,Normal,No,No,5.698999882,5.703000069,3208.224499,3277.955736,Lower-Middle
Deaths,Peru,Female,45 to 49,Self-harm,Rate,2000,2.820036349,3242.579157,5.736000061,Not a Crime,Latin America & Caribbean,0,Normal,No,No,5.757999897,5.698999882,3203.713757,3208.224499,Lower-Middle
Deaths,Peru,Female,45 to 49,Self-harm,Rate,2001,2.612469052,3221.302547,5.734000206,Not a Crime,Latin America & Caribbean,0,Normal,No,No,5.736000061,5.757999897,3242.579157,3203.713757,Lower-Middle
Deaths,Peru,Female,45 to 49,Self-harm,Rate,2002,2.586615761,3359.162687,5.798999786,Not a Crime,Latin America & Caribbean,0,Normal,No,No,5.734000206,5.736000061,3221.302547,3242.579157,Lower-Middle
Deaths,Peru,Female,45 to 49,Self-harm,Rate,2003,2.646062476,3464.396878,4.788000107,Not a Crime,Latin America & Caribbean,0,Normal,No,No,5.798999786,5.734000206,3359.162687,3221.302547,Lower-Middle
Deaths,Peru,Female,45 to 49,Self-harm,Rate,2004,2.539619522,3602.999725,4.901000023,Not a Crime,Latin America & Caribbean,0,Normal,No,No,4.788000107,5.798999786,3464.396878,3359.162687,Lower-Middle
Deaths,Peru,Female,45 to 49,Self-harm,Rate,2005,2.560117094,3796.2034,4.860000134,Not a Crime,Latin America & Caribbean,0,Normal,No,No,4.901000023,4.788000107,3602.999725,3464.396878,Lower-Middle
Deaths,Peru,Female,45 to 49,Self-harm,Rate,2006,2.356514826,4047.748036,4.260000229,Not a Crime,Latin America & Caribbean,0,Normal,No,No,4.860000134,4.901000023,3796.2034,3602.999725,Upper-Middle
Deaths,Peru,Female,45 to 49,Self-harm,Rate,2007,2.148624401,4356.738965,4.188000202,Not a Crime,Latin America & Caribbean,0,Normal,No,No,4.260000229,4.860000134,4047.748036,3796.2034,Upper-Middle
Deaths,Peru,Female,45 to 49,Self-harm,Rate,2008,2.160702305,4716.197262,4.05700016,Not a Crime,Latin America & Caribbean,0,Normal,No,No,4.188000202,4.260000229,4356.738965,4047.748036,Upper-Middle
Deaths,Peru,Female,45 to 49,Self-harm,Rate,2009,2.264443263,4729.735977,3.900000095,Not a Crime,Latin America & Caribbean,0,Normal,No,No,4.05700016,4.188000202,4716.197262,4356.738965,Upper-Middle
Deaths,Peru,Female,45 to 49,Self-harm,Rate,2010,2.239146772,5082.354757,3.477999926,Not a Crime,Latin America & Caribbean,0,Normal,No,No,3.900000095,4.05700016,4729.735977,4716.197262,Upper-Middle
Deaths,Peru,Female,45 to 49,Self-harm,Rate,2011,2.172649737,5360.226632,3.441999912,Not a Crime,Latin America & Caribbean,0,Normal,No,No,3.477999926,3.900000095,5082.354757,4729.735977,Upper-Middle
Deaths,Peru,Female,45 to 49,Self-harm,Rate,2012,2.045216535,5642.578115,3.108999968,Not a Crime,Latin America & Caribbean,0,Normal,No,No,3.441999912,3.477999926,5360.226632,5082.354757,Upper-Middle
Deaths,Peru,Female,45 to 49,Self-harm,Rate,2013,1.919900314,5919.209568,3.236999989,Not a Crime,Latin America & Caribbean,0,Normal,No,No,3.108999968,3.441999912,5642.578115,5360.226632,Upper-Middle
Deaths,Peru,Female,45 to 49,Self-harm,Rate,2014,1.848236339,5996.496965,2.961999893,Not a Crime,Latin America & Caribbean,0,Normal,No,No,3.236999989,3.108999968,5919.209568,5642.578115,Upper-Middle
Deaths,Peru,Female,45 to 49,Self-harm,Rate,2015,1.814808783,6114.227214,3,Not a Crime,Latin America & Caribbean,0,Normal,No,No,2.961999893,3.236999989,5996.496965,5919.209568,Upper-Middle
Deaths,Peru,Female,45 to 49,Self-harm,Rate,2016,1.802970089,6262.368905,3.535000086,Not a Crime,Latin America & Caribbean,0,Normal,No,No,3,2.961999893,6114.227214,5996.496965,Upper-Middle
Deaths,Peru,Female,45 to 49,Self-harm,Rate,2017,1.77425204,6314.291438,3.460000038,Not a Crime,Latin America & Caribbean,0,Normal,No,No,3.535000086,3,6262.368905,6114.227214,Upper-Middle
Deaths,Peru,Female,50 to 54,Self-harm,Rate,1991,2.601525976,2654.788675,5.495999813,Not a Crime,Latin America & Caribbean,0,Normal,No,No,NA,NA,NA,NA,Lower-Middle
Deaths,Peru,Female,50 to 54,Self-harm,Rate,1992,3.103066908,2589.343113,5.553999901,Not a Crime,Latin America & Caribbean,0,Normal,No,No,5.495999813,NA,2654.788675,NA,Lower-Middle
Deaths,Peru,Female,50 to 54,Self-harm,Rate,1993,3.32503024,2673.740734,5.670000076,Not a Crime,Latin America & Caribbean,0,Normal,No,No,5.553999901,5.495999813,2589.343113,2654.788675,Lower-Middle
Deaths,Peru,Female,50 to 54,Self-harm,Rate,1994,3.464507223,2947.027033,5.691999912,Not a Crime,Latin America & Caribbean,0,Normal,No,No,5.670000076,5.553999901,2673.740734,2589.343113,Lower-Middle
Deaths,Peru,Female,50 to 54,Self-harm,Rate,1995,3.7107217,3107.114356,5.698999882,Not a Crime,Latin America & Caribbean,0,Normal,No,No,5.691999912,5.670000076,2947.027033,2673.740734,Lower-Middle
Deaths,Peru,Female,50 to 54,Self-harm,Rate,1996,3.612478953,3135.414596,5.717000008,Not a Crime,Latin America & Caribbean,0,Normal,No,No,5.698999882,5.691999912,3107.114356,2947.027033,Lower-Middle
Deaths,Peru,Female,50 to 54,Self-harm,Rate,1997,3.564622756,3277.955736,5.703000069,Not a Crime,Latin America & Caribbean,0,Normal,No,No,5.717000008,5.698999882,3135.414596,3107.114356,Lower-Middle
Deaths,Peru,Female,50 to 54,Self-harm,Rate,1998,3.572438385,3208.224499,5.698999882,Not a Crime,Latin America & Caribbean,0,Normal,No,No,5.703000069,5.717000008,3277.955736,3135.414596,Lower-Middle
Deaths,Peru,Female,50 to 54,Self-harm,Rate,1999,3.338164496,3203.713757,5.757999897,Not a Crime,Latin America & Caribbean,0,Normal,No,No,5.698999882,5.703000069,3208.224499,3277.955736,Lower-Middle
Deaths,Peru,Female,50 to 54,Self-harm,Rate,2000,3.128254371,3242.579157,5.736000061,Not a Crime,Latin America & Caribbean,0,Normal,No,No,5.757999897,5.698999882,3203.713757,3208.224499,Lower-Middle
Deaths,Peru,Female,50 to 54,Self-harm,Rate,2001,2.875225686,3221.302547,5.734000206,Not a Crime,Latin America & Caribbean,0,Normal,No,No,5.736000061,5.757999897,3242.579157,3203.713757,Lower-Middle
Deaths,Peru,Female,50 to 54,Self-harm,Rate,2002,2.702519639,3359.162687,5.798999786,Not a Crime,Latin America & Caribbean,0,Normal,No,No,5.734000206,5.736000061,3221.302547,3242.579157,Lower-Middle
Deaths,Peru,Female,50 to 54,Self-harm,Rate,2003,2.806376173,3464.396878,4.788000107,Not a Crime,Latin America & Caribbean,0,Normal,No,No,5.798999786,5.734000206,3359.162687,3221.302547,Lower-Middle
Deaths,Peru,Female,50 to 54,Self-harm,Rate,2004,2.674441658,3602.999725,4.901000023,Not a Crime,Latin America & Caribbean,0,Normal,No,No,4.788000107,5.798999786,3464.396878,3359.162687,Lower-Middle
Deaths,Peru,Female,50 to 54,Self-harm,Rate,2005,2.520250711,3796.2034,4.860000134,Not a Crime,Latin America & Caribbean,0,Normal,No,No,4.901000023,4.788000107,3602.999725,3464.396878,Lower-Middle
Deaths,Peru,Female,50 to 54,Self-harm,Rate,2006,2.319095568,4047.748036,4.260000229,Not a Crime,Latin America & Caribbean,0,Normal,No,No,4.860000134,4.901000023,3796.2034,3602.999725,Upper-Middle
Deaths,Peru,Female,50 to 54,Self-harm,Rate,2007,2.229449322,4356.738965,4.188000202,Not a Crime,Latin America & Caribbean,0,Normal,No,No,4.260000229,4.860000134,4047.748036,3796.2034,Upper-Middle
Deaths,Peru,Female,50 to 54,Self-harm,Rate,2008,2.246504994,4716.197262,4.05700016,Not a Crime,Latin America & Caribbean,0,Normal,No,No,4.188000202,4.260000229,4356.738965,4047.748036,Upper-Middle
Deaths,Peru,Female,50 to 54,Self-harm,Rate,2009,2.319916597,4729.735977,3.900000095,Not a Crime,Latin America & Caribbean,0,Normal,No,No,4.05700016,4.188000202,4716.197262,4356.738965,Upper-Middle
Deaths,Peru,Female,50 to 54,Self-harm,Rate,2010,2.266296829,5082.354757,3.477999926,Not a Crime,Latin America & Caribbean,0,Normal,No,No,3.900000095,4.05700016,4729.735977,4716.197262,Upper-Middle
Deaths,Peru,Female,50 to 54,Self-harm,Rate,2011,2.210378948,5360.226632,3.441999912,Not a Crime,Latin America & Caribbean,0,Normal,No,No,3.477999926,3.900000095,5082.354757,4729.735977,Upper-Middle
Deaths,Peru,Female,50 to 54,Self-harm,Rate,2012,2.12733634,5642.578115,3.108999968,Not a Crime,Latin America & Caribbean,0,Normal,No,No,3.441999912,3.477999926,5360.226632,5082.354757,Upper-Middle
Deaths,Peru,Female,50 to 54,Self-harm,Rate,2013,1.979988776,5919.209568,3.236999989,Not a Crime,Latin America & Caribbean,0,Normal,No,No,3.108999968,3.441999912,5642.578115,5360.226632,Upper-Middle
Deaths,Peru,Female,50 to 54,Self-harm,Rate,2014,1.820455466,5996.496965,2.961999893,Not a Crime,Latin America & Caribbean,0,Normal,No,No,3.236999989,3.108999968,5919.209568,5642.578115,Upper-Middle
Deaths,Peru,Female,50 to 54,Self-harm,Rate,2015,1.689482167,6114.227214,3,Not a Crime,Latin America & Caribbean,0,Normal,No,No,2.961999893,3.236999989,5996.496965,5919.209568,Upper-Middle
Deaths,Peru,Female,50 to 54,Self-harm,Rate,2016,1.658552344,6262.368905,3.535000086,Not a Crime,Latin America & Caribbean,0,Normal,No,No,3,2.961999893,6114.227214,5996.496965,Upper-Middle
Deaths,Peru,Female,50 to 54,Self-harm,Rate,2017,1.700883467,6314.291438,3.460000038,Not a Crime,Latin America & Caribbean,0,Normal,No,No,3.535000086,3,6262.368905,6114.227214,Upper-Middle
Deaths,Peru,Female,55 to 59,Self-harm,Rate,1991,2.946655967,2654.788675,5.495999813,Not a Crime,Latin America & Caribbean,0,Normal,No,No,NA,NA,NA,NA,Lower-Middle
Deaths,Peru,Female,55 to 59,Self-harm,Rate,1992,3.518101155,2589.343113,5.553999901,Not a Crime,Latin America & Caribbean,0,Normal,No,No,5.495999813,NA,2654.788675,NA,Lower-Middle
Deaths,Peru,Female,55 to 59,Self-harm,Rate,1993,3.769998503,2673.740734,5.670000076,Not a Crime,Latin America & Caribbean,0,Normal,No,No,5.553999901,5.495999813,2589.343113,2654.788675,Lower-Middle
Deaths,Peru,Female,55 to 59,Self-harm,Rate,1994,4.012534847,2947.027033,5.691999912,Not a Crime,Latin America & Caribbean,0,Normal,No,No,5.670000076,5.553999901,2673.740734,2589.343113,Lower-Middle
Deaths,Peru,Female,55 to 59,Self-harm,Rate,1995,4.478579905,3107.114356,5.698999882,Not a Crime,Latin America & Caribbean,0,Normal,No,No,5.691999912,5.670000076,2947.027033,2673.740734,Lower-Middle
Deaths,Peru,Female,55 to 59,Self-harm,Rate,1996,4.357575236,3135.414596,5.717000008,Not a Crime,Latin America & Caribbean,0,Normal,No,No,5.698999882,5.691999912,3107.114356,2947.027033,Lower-Middle
Deaths,Peru,Female,55 to 59,Self-harm,Rate,1997,4.204547071,3277.955736,5.703000069,Not a Crime,Latin America & Caribbean,0,Normal,No,No,5.717000008,5.698999882,3135.414596,3107.114356,Lower-Middle
Deaths,Peru,Female,55 to 59,Self-harm,Rate,1998,4.000676001,3208.224499,5.698999882,Not a Crime,Latin America & Caribbean,0,Normal,No,No,5.703000069,5.717000008,3277.955736,3135.414596,Lower-Middle
Deaths,Peru,Female,55 to 59,Self-harm,Rate,1999,3.625881508,3203.713757,5.757999897,Not a Crime,Latin America & Caribbean,0,Normal,No,No,5.698999882,5.703000069,3208.224499,3277.955736,Lower-Middle
Deaths,Peru,Female,55 to 59,Self-harm,Rate,2000,3.390924516,3242.579157,5.736000061,Not a Crime,Latin America & Caribbean,0,Normal,No,No,5.757999897,5.698999882,3203.713757,3208.224499,Lower-Middle
Deaths,Peru,Female,55 to 59,Self-harm,Rate,2001,3.115170494,3221.302547,5.734000206,Not a Crime,Latin America & Caribbean,0,Normal,No,No,5.736000061,5.757999897,3242.579157,3203.713757,Lower-Middle
Deaths,Peru,Female,55 to 59,Self-harm,Rate,2002,3.027366704,3359.162687,5.798999786,Not a Crime,Latin America & Caribbean,0,Normal,No,No,5.734000206,5.736000061,3221.302547,3242.579157,Lower-Middle
